Nama Perenang:,sinus_freq_01
Gaya Renang:,Dada
Time:,140526-1132
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
4933.17,26.06,11.76,-0.20
4933.27,25.88,13.17,0.00
4933.37,25.72,14.47,0.10
4933.47,25.59,15.65,0.12
4933.57,25.49,16.69,0.09
4933.67,25.41,17.59,0.04
4933.77,25.36,18.34,0.01
4933.87,25.32,18.95,0.00
4933.97,25.30,19.41,0.04
4934.07,25.27,19.72,0.10
4934.17,25.23,19.88,0.17
4934.27,25.18,19.89,0.21
4934.37,25.10,19.75,0.18
4934.47,24.98,19.47,0.05
4934.57,24.81,19.06,-0.21
4934.67,24.59,18.52,-0.62
4934.77,24.31,17.86,-1.15
4934.87,23.97,17.08,-1.76
4934.97,23.57,16.20,-2.37
4935.07,23.10,15.22,-2.90
4935.17,22.59,14.14,-3.25
4935.27,22.03,12.99,-3.31
4935.37,21.43,11.78,-2.99
4935.47,20.81,10.50,-2.23
4935.57,20.18,9.17,-1.02
4935.67,19.57,7.80,0.60
4935.77,18.98,6.41,2.53
4935.87,18.46,5.00,4.61
4935.97,18.02,3.58,6.65
4936.07,17.69,2.16,8.42
4936.17,17.48,0.76,9.68
4936.27,17.43,-0.62,10.21
4936.37,17.56,-1.97,9.87
4936.47,17.89,-3.27,8.54
4936.57,18.44,-4.53,6.22
4936.67,19.22,-5.72,3.03
4936.77,20.24,-6.85,-0.86
4936.87,21.49,-7.90,-5.15
4936.97,22.97,-8.86,-9.48
4937.07,24.68,-9.73,-13.45
4937.17,26.58,-10.51,-16.66
4937.27,28.63,-11.18,-18.75
4937.37,30.81,-11.74,-19.45
4937.47,33.04,-12.19,-18.57
4937.57,35.29,-12.54,-16.07
4937.67,37.46,-12.76,-12.05
4937.77,39.50,-12.87,-6.74
4937.87,41.31,-12.86,-0.50
4937.97,42.83,-12.73,6.22
4938.07,43.96,-12.50,12.87
4938.17,44.64,-12.16,18.96
4938.27,44.78,-11.71,23.96
4938.37,44.36,-11.17,27.44
4938.47,43.31,-10.53,29.07
4938.57,41.62,-9.82,28.67
4938.67,39.31,-9.04,26.20
4938.77,36.40,-8.20,21.79
4938.87,32.95,-7.30,15.71
4938.97,29.07,-6.38,8.33
4939.07,24.87,-5.44,0.14
4939.17,20.51,-4.48,-8.32
4939.27,16.16,-3.53,-16.49
4939.37,11.97,-2.60,-23.82
4939.47,8.18,-1.70,-29.86
4939.57,4.98,-0.85,-34.22
4939.67,2.54,-0.06,-36.62
4939.77,1.02,0.66,-36.95
4939.87,0.54,1.31,-35.19
4939.97,1.19,1.87,-31.47
4940.07,2.97,2.34,-26.02
4940.17,5.84,2.72,-19.16
4940.27,9.71,2.99,-11.29
4940.37,14.39,3.17,-2.85
4940.47,19.65,3.26,5.72
4940.57,25.20,3.26,13.99
4940.67,30.74,3.18,21.56
4940.77,35.95,3.03,28.11
4940.87,40.49,2.82,33.36
4940.97,44.07,2.56,37.14
4941.07,46.44,2.26,39.33
4941.17,47.44,1.94,39.92
4941.27,46.99,1.62,38.94
4941.37,45.12,1.30,36.52
4941.47,41.96,0.99,32.81
4941.57,37.72,0.71,28.06
4941.67,32.75,0.47,22.49
4941.77,27.39,0.26,16.33
4941.87,22.04,0.10,9.85
4941.97,17.11,-0.02,3.28
4942.07,12.98,-0.10,-3.16
4942.17,9.95,-0.14,-9.22
4942.27,8.24,-0.15,-14.77
4942.37,7.92,-0.13,-19.69
4942.47,9.00,-0.11,-23.88
4942.57,11.30,-0.07,-27.26
4942.67,14.57,-0.04,-29.81
4942.77,18.50,-0.01,-31.53
4942.87,22.71,-0.00,-32.43
4942.97,26.79,-0.00,-32.57
4943.07,30.39,-0.02,-32.02
4943.17,33.22,-0.04,-30.86
4943.27,35.07,-0.07,-29.16
4943.37,35.84,-0.09,-27.04
4943.47,35.55,-0.09,-24.56
4943.57,34.32,-0.07,-21.82
4943.67,32.36,-0.01,-18.92
4943.77,29.94,0.09,-15.93
4943.87,27.33,0.24,-12.92
4943.97,24.83,0.43,-9.98
4944.07,22.68,0.66,-7.12
4944.17,21.04,0.93,-4.42
4944.27,20.03,1.20,-1.90
4944.37,19.67,1.46,0.39
4944.48,19.90,1.68,2.46
4944.58,20.60,1.82,4.28
4944.67,21.63,1.87,5.84
4944.77,22.80,1.79,7.16
4944.88,23.98,1.55,8.22
4944.98,25.02,1.16,9.05
4945.08,25.83,0.60,9.65
4945.17,26.36,-0.11,10.06
4945.27,26.62,-0.95,10.27
4945.38,26.63,-1.88,10.31
4945.48,26.46,-2.84,10.21
4945.58,26.18,-3.76,9.97
4945.67,25.85,-4.57,9.62
4945.77,25.52,-5.21,9.18
4945.88,25.23,-5.58,8.66
4945.98,25.01,-5.65,8.09
4946.08,24.83,-5.34,7.48
4946.17,24.71,-4.65,6.84
4946.27,24.60,-3.57,6.20
4946.38,24.52,-2.13,5.54
4946.48,24.44,-0.39,4.90
4946.58,24.39,1.55,4.29
4946.68,24.37,3.58,3.70
4946.78,24.42,5.57,3.14
4946.88,24.57,7.38,2.63
4946.98,24.84,8.85,2.16
4947.08,25.24,9.87,1.74
4947.18,25.75,10.30,1.37
4947.28,26.35,10.09,1.04
4947.38,26.96,9.19,0.77
4947.48,27.53,7.62,0.54
4947.58,27.96,5.43,0.36
4947.68,28.18,2.73,0.22
4947.78,28.11,-0.32,0.12
4947.88,27.70,-3.53,0.05
4947.98,26.93,-6.70,0.02
4948.08,25.81,-9.59,0.00
4948.18,24.40,-12.01,0.00
4948.28,22.79,-13.75,0.01
4948.38,21.09,-14.68,0.02
4948.48,19.44,-14.68,0.03
4948.58,18.00,-13.72,0.02
4948.68,16.90,-11.82,-0.01
4948.78,16.25,-9.08,-0.07
4948.88,16.16,-5.65,-0.18
4948.98,16.68,-1.73,-0.33
4949.08,17.83,2.43,-0.53
4949.18,19.57,6.56,-0.79
4949.28,21.84,10.40,-1.12
4949.38,24.51,13.69,-1.52
4949.48,27.46,16.21,-2.00
4949.58,30.50,17.77,-2.55
4949.68,33.46,18.26,-3.17
4949.78,36.19,17.64,-3.87
4949.88,38.52,15.94,-4.63
4949.98,40.31,13.24,-5.44
4950.08,41.45,9.70,-6.31
4950.18,41.88,5.54,-7.20
4950.28,41.55,1.01,-8.10
4950.38,40.48,-3.63,-8.99
4950.48,38.70,-8.09,-9.84
4950.58,36.27,-12.11,-10.63
4950.68,33.31,-15.47,-11.31
4950.78,29.91,-17.98,-11.85
4950.88,26.23,-19.49,-12.23
4950.98,22.40,-19.94,-12.39
4951.08,18.57,-19.31,-12.30
4951.18,14.87,-17.66,-11.94
4951.28,11.44,-15.10,-11.26
4951.38,8.38,-11.77,-10.23
4951.48,5.79,-7.86,-8.84
4951.58,3.73,-3.60,-7.07
4951.68,2.27,0.79,-4.93
4951.78,1.43,5.08,-2.44
4951.88,1.20,9.05,0.40
4951.98,1.58,12.54,3.53
4952.08,2.54,15.38,6.89
4952.18,4.04,17.46,10.44
4952.28,6.01,18.71,14.05
4952.38,8.39,19.10,17.60
4952.48,11.09,18.65,20.99
4952.58,14.06,17.42,24.06
4952.68,17.20,15.50,26.68
4952.78,20.44,12.99,28.71
4952.88,23.71,10.05,30.01
4952.98,26.93,6.80,30.45
4953.08,30.03,3.41,29.92
4953.18,32.95,0.02,28.37
4953.28,35.64,-3.25,25.74
4953.38,38.08,-6.26,22.05
4953.48,40.21,-8.92,17.32
4953.58,42.02,-11.16,11.70
4953.68,43.49,-12.91,5.34
4953.78,44.60,-14.15,-1.54
4953.88,45.36,-14.87,-8.66
4953.98,45.77,-15.07,-15.73
4954.08,45.84,-14.79,-22.42
4954.18,45.59,-14.08,-28.38
4954.28,45.05,-12.99,-33.27
4954.38,44.23,-11.59,-36.80
4954.48,43.16,-9.94,-38.70
4954.58,41.88,-8.12,-38.78
4954.68,40.43,-6.20,-36.93
4954.78,38.83,-4.24,-33.17
4954.88,37.11,-2.32,-27.59
4954.98,35.33,-0.47,-20.43
4955.08,33.50,1.25,-12.06
4955.18,31.67,2.80,-2.89
4955.28,29.88,4.16,6.57
4955.38,28.13,5.32,15.72
4955.48,26.47,6.25,24.03
4955.58,24.91,6.96,30.94
4955.68,23.50,7.45,35.98
4955.78,22.23,7.73,38.80
4955.88,21.13,7.82,39.17
4955.98,20.20,7.74,37.04
4956.08,19.45,7.51,32.51
4956.18,18.88,7.14,25.89
4956.28,18.50,6.68,17.61
4956.38,18.29,6.13,8.24
4956.48,18.25,5.52,-1.56
4956.58,18.37,4.88,-11.08
4956.68,18.61,4.22,-19.63
4956.78,18.98,3.57,-26.58
4956.88,19.45,2.93,-31.46
4956.98,19.99,2.33,-33.90
4957.08,20.58,1.76,-33.79
4957.18,21.20,1.25,-31.18
4957.28,21.83,0.79,-26.33
4957.38,22.44,0.38,-19.66
4957.48,23.03,0.04,-11.76
4957.58,23.56,-0.24,-3.30
4957.68,24.03,-0.46,5.01
4957.78,24.44,-0.63,12.55
4957.88,24.77,-0.75,18.72
4957.98,25.02,-0.82,23.12
4958.08,25.21,-0.85,25.44
4958.18,25.34,-0.85,25.62
4958.28,25.41,-0.82,23.77
4958.38,25.45,-0.76,20.17
4958.48,25.47,-0.69,15.21
4958.58,25.47,-0.60,9.39
4958.68,25.47,-0.51,3.27
4958.78,25.49,-0.42,-2.60
4958.88,25.52,-0.33,-7.79
4958.98,25.56,-0.25,-11.91
4959.08,25.61,-0.18,-14.71
4959.18,25.65,-0.11,-16.07
4959.28,25.68,-0.06,-16.03
4959.38,25.66,-0.03,-14.72
4959.48,25.57,-0.01,-12.40
4959.58,25.40,-0.00,-9.35
4959.68,25.13,-0.01,-5.93
4959.78,24.74,-0.03,-2.47
4959.88,24.23,-0.06,0.73
4959.98,23.61,-0.09,3.44
4960.08,22.92,-0.14,5.49
4960.18,22.19,-0.18,6.81
4960.28,21.47,-0.23,7.39
4960.38,20.84,-0.28,7.30
4960.48,20.38,-0.31,6.65
4960.58,20.16,-0.34,5.60
4960.68,20.27,-0.36,4.31
4960.78,20.76,-0.35,2.94
4960.88,21.67,-0.33,1.63
4960.98,23.00,-0.28,0.49
4961.08,24.72,-0.20,-0.42
4961.18,26.75,-0.10,-1.05
4961.28,28.97,0.04,-1.41
4961.38,31.21,0.22,-1.53
4961.48,33.30,0.43,-1.46
4961.58,35.01,0.68,-1.26
4961.68,36.15,0.96,-0.99
4961.78,36.53,1.29,-0.70
4961.88,36.02,1.65,-0.44
4961.98,34.54,2.05,-0.24
4962.08,32.11,2.48,-0.10
4962.18,28.83,2.94,-0.03
4962.28,24.92,3.43,-0.00
4962.38,20.64,3.94,0.00
4962.48,16.36,4.47,0.00
4962.58,12.49,5.01,0.04
4962.68,9.42,5.54,0.11
4962.78,7.51,6.07,0.24
4962.88,7.06,6.58,0.42
4962.98,8.20,7.06,0.65
4963.08,10.97,7.50,0.90
4963.18,15.20,7.89,1.13
4963.28,20.58,8.21,1.33
4963.38,26.67,8.46,1.45
4963.48,32.88,8.62,1.45
4963.58,38.64,8.68,1.32
4963.68,43.33,8.62,1.01
4963.78,46.42,8.44,0.52
4963.88,47.55,8.12,-0.15
4963.98,46.53,7.67,-1.00
4964.08,43.37,7.06,-2.00
4964.18,38.32,6.30,-3.13
4964.28,31.84,5.39,-4.35
4964.38,24.54,4.32,-5.60
4964.48,17.16,3.10,-6.86
4964.58,10.44,1.74,-8.04
4964.69,5.09,0.26,-9.11
4964.79,1.67,-1.34,-10.02
4964.88,0.53,-3.02,-10.72
4964.98,1.83,-4.77,-11.18
4965.08,5.42,-6.54,-11.36
4965.19,10.96,-8.31,-11.23
4965.29,17.83,-10.05,-10.79
4965.38,25.38,-11.70,-10.03
4965.48,32.81,-13.22,-8.96
4965.58,39.38,-14.57,-7.59
4965.69,44.44,-15.71,-5.94
4965.79,47.54,-16.59,-4.04
4965.88,48.40,-17.17,-1.91
4965.98,47.01,-17.42,0.39
4966.08,43.56,-17.30,2.84
4966.19,38.47,-16.79,5.41
4966.29,32.30,-15.88,8.04
4966.38,25.66,-14.56,10.69
4966.49,19.22,-12.85,13.34
4966.59,13.58,-10.76,15.92
4966.69,9.20,-8.33,18.43
4966.79,6.45,-5.60,20.83
4966.89,5.46,-2.63,23.07
4966.99,6.22,0.48,25.14
4967.09,8.55,3.68,27.02
4967.19,12.12,6.84,28.70
4967.29,16.55,9.88,30.13
4967.39,21.37,12.69,31.34
4967.49,26.15,15.18,32.30
4967.59,30.49,17.23,33.02
4967.69,34.05,18.76,33.50
4967.79,36.62,19.70,33.72
4967.89,38.08,20.00,33.70
4967.99,38.42,19.61,33.44
4968.09,37.74,18.53,32.95
4968.19,36.19,16.77,32.25
4968.29,33.99,14.40,31.33
4968.39,31.40,11.47,30.20
4968.49,28.65,8.09,28.91
4968.59,25.97,4.38,27.44
4968.69,23.55,0.51,25.81
4968.79,21.54,-3.39,24.04
4968.89,20.02,-7.13,22.11
4968.99,19.03,-10.55,20.06
4969.09,18.57,-13.51,17.93
4969.19,18.58,-15.85,15.68
4969.29,18.98,-17.47,13.37
4969.39,19.69,-18.29,10.98
4969.49,20.60,-18.26,8.53
4969.59,21.60,-17.38,6.07
4969.69,22.62,-15.70,3.59
4969.79,23.58,-13.29,1.09
4969.89,24.43,-10.28,-1.40
4969.99,25.12,-6.83,-3.90
4970.09,25.64,-3.13,-6.36
4970.19,26.00,0.65,-8.77
4970.29,26.20,4.29,-11.13
4970.39,26.28,7.59,-13.41
4970.49,26.25,10.40,-15.61
4970.59,26.16,12.55,-17.72
4970.69,26.02,13.95,-19.70
4970.79,25.86,14.53,-21.54
4970.89,25.71,14.29,-23.25
4970.99,25.57,13.27,-24.81
4971.09,25.45,11.53,-26.19
4971.19,25.36,9.23,-27.42
4971.29,25.28,6.50,-28.44
4971.39,25.22,3.53,-29.26
4971.49,25.15,0.51,-29.87
4971.59,25.06,-2.37,-30.25
4971.69,24.95,-4.95,-30.41
4971.79,24.80,-7.07,-30.34
4971.89,24.61,-8.64,-30.03
4971.99,24.36,-9.59,-29.49
4972.09,24.06,-9.88,-28.70
4972.19,23.71,-9.55,-27.69
4972.29,23.32,-8.64,-26.46
4972.39,22.90,-7.28,-25.01
4972.49,22.46,-5.56,-23.36
4972.59,22.03,-3.64,-21.54
4972.69,21.61,-1.65,-19.56
4972.79,21.23,0.26,-17.44
4972.89,20.91,1.98,-15.22
4972.99,20.67,3.40,-12.93
4973.09,20.53,4.46,-10.59
4973.19,20.51,5.13,-8.23
4973.29,20.61,5.39,-5.92
4973.39,20.86,5.27,-3.67
4973.49,21.26,4.82,-1.52
4973.59,21.82,4.11,0.49
4973.69,22.52,3.22,2.32
4973.79,23.38,2.24,3.94
4973.89,24.39,1.25,5.34
4973.99,25.54,0.32,6.48
4974.09,26.80,-0.48,7.36
4974.19,28.17,-1.13,7.96
4974.29,29.62,-1.58,8.30
4974.39,31.14,-1.85,8.37
4974.49,32.69,-1.93,8.20
4974.59,34.25,-1.86,7.80
4974.69,35.77,-1.67,7.22
4974.79,37.25,-1.40,6.49
4974.89,38.63,-1.09,5.65
4974.99,39.90,-0.77,4.74
4975.09,41.01,-0.47,3.81
4975.19,41.94,-0.22,2.90
4975.29,42.67,-0.03,2.05
4975.39,43.15,0.10,1.29
4975.49,43.37,0.17,0.65
4975.59,43.31,0.19,0.14
4975.69,42.96,0.17,-0.24
4975.79,42.30,0.14,-0.47
4975.89,41.31,0.09,-0.59
4975.99,40.01,0.05,-0.60
4976.09,38.40,0.02,-0.53
4976.19,36.49,0.00,-0.42
4976.29,34.31,0.00,-0.29
4976.39,31.88,0.01,-0.17
4976.49,29.23,0.02,-0.07
4976.59,26.41,0.01,-0.02
4976.69,23.45,-0.01,-0.00
4976.79,20.41,-0.05,-0.02
4976.89,17.37,-0.14,-0.04
4976.99,14.38,-0.25,-0.06
4977.09,11.52,-0.40,-0.04
4977.19,8.84,-0.56,0.06
4977.29,6.43,-0.74,0.24
4977.39,4.35,-0.91,0.52
4977.49,2.67,-1.06,0.91
4977.59,1.45,-1.16,1.36
4977.69,0.75,-1.20,1.85
4977.79,0.61,-1.16,2.31
4977.89,1.04,-1.02,2.68
4977.99,2.07,-0.78,2.86
4978.09,3.69,-0.44,2.79
4978.19,5.86,0.00,2.39
4978.29,8.56,0.54,1.62
4978.39,11.71,1.15,0.48
4978.49,15.22,1.81,-1.01
4978.59,19.01,2.49,-2.77
4978.69,22.93,3.17,-4.66
4978.79,26.88,3.81,-6.53
4978.89,30.70,4.39,-8.18
4978.99,34.25,4.86,-9.41
4979.09,37.41,5.20,-10.00
4979.19,40.04,5.39,-9.82
4979.29,42.04,5.41,-8.73
4979.39,43.32,5.24,-6.71
4979.49,43.85,4.87,-3.82
4979.59,43.59,4.31,-0.19
4979.69,42.56,3.56,3.91
4979.79,40.82,2.64,8.19
4979.89,38.46,1.57,12.26
4979.99,35.59,0.36,15.73
4980.09,32.38,-0.95,18.20
4980.19,28.99,-2.33,19.35
4980.29,25.62,-3.75,18.93
4980.39,22.43,-5.17,16.84
4980.49,19.60,-6.56,13.12
4980.59,17.26,-7.89,7.96
4980.69,15.55,-9.11,1.72
4980.79,14.51,-10.21,-5.16
4980.89,14.19,-11.15,-12.10
4980.99,14.55,-11.92,-18.47
4981.09,15.52,-12.50,-23.69
4981.19,16.99,-12.87,-27.26
4981.29,18.83,-13.02,-28.75
4981.39,20.88,-12.95,-27.95
4981.49,22.96,-12.67,-24.79
4981.59,24.92,-12.17,-19.44
4981.69,26.63,-11.47,-12.28
4981.79,27.99,-10.57,-3.80
4981.89,28.91,-9.50,5.32
4981.99,29.38,-8.26,14.36
4982.09,29.43,-6.88,22.58
4982.19,29.11,-5.38,29.30
4982.29,28.50,-3.78,33.94
4982.39,27.70,-2.10,36.12
4982.49,26.83,-0.36,35.63
4982.59,25.98,1.40,32.46
4982.69,25.23,3.18,26.83
4982.79,24.64,4.94,19.17
4982.89,24.23,6.67,10.03
4982.99,24.01,8.35,0.04
4983.09,23.94,9.96,-10.05
4983.19,24.01,11.48,-19.51
4983.29,24.15,12.91,-27.70
4983.39,24.34,14.23,-34.06
4983.49,24.53,15.43,-38.20
4983.59,24.71,16.50,-39.87
4983.69,24.87,17.43,-39.02
4983.79,25.03,18.22,-35.76
4983.89,25.18,18.86,-30.34
4983.99,25.35,19.35,-23.18
4984.09,25.54,19.69,-14.75
4984.19,25.73,19.88,-5.61
4984.29,25.90,19.92,3.67
4984.39,26.01,19.82,12.58
4984.50,26.01,19.58,20.62
4984.60,25.85,19.20,27.37
4984.69,25.50,18.69,32.58
4984.79,24.95,18.06,35.99
4984.90,24.22,17.31,37.55
4985.00,23.37,16.45,37.27
4985.10,22.50,15.50,35.28
4985.19,21.72,14.46,31.78
4985.29,21.18,13.33,27.03
4985.40,20.99,12.13,21.32
4985.50,21.27,10.87,14.99
4985.60,22.06,9.56,8.35
4985.69,23.36,8.21,1.71
4985.79,25.11,6.83,-4.65
4985.90,27.15,5.44,-10.47
4986.00,29.29,4.02,-15.58
4986.10,31.29,2.61,-19.84
4986.19,32.90,1.21,-23.17
4986.29,33.89,-0.18,-25.52
4986.40,34.06,-1.53,-26.90
4986.50,33.32,-2.84,-27.34
4986.60,31.63,-4.10,-26.93
4986.70,29.09,-5.30,-25.77
4986.80,25.87,-6.44,-23.98
4986.90,22.24,-7.50,-21.67
4987.00,18.53,-8.49,-18.99
4987.10,15.09,-9.38,-16.06
4987.20,12.27,-10.18,-12.99
4987.30,10.38,-10.87,-9.90
4987.40,9.65,-11.46,-6.88
4987.50,10.20,-11.94,-4.01
4987.60,12.05,-12.30,-1.35
4987.70,15.10,-12.56,1.04
4987.80,19.13,-12.69,3.13
4987.90,23.86,-12.70,4.91
4988.00,28.91,-12.60,6.36
4988.10,33.91,-12.39,7.49
4988.20,38.44,-12.07,8.32
4988.30,42.16,-11.64,8.86
4988.40,44.78,-11.12,9.14
4988.50,46.10,-10.50,9.18
4988.60,46.01,-9.81,9.04
4988.70,44.50,-9.05,8.72
4988.80,41.67,-8.22,8.27
4988.90,37.72,-7.35,7.71
4989.00,32.92,-6.43,7.08
4989.10,27.56,-5.50,6.40
4989.20,22.01,-4.56,5.71
4989.30,16.58,-3.61,5.01
4989.40,11.59,-2.69,4.32
4989.50,7.31,-1.80,3.67
4989.60,3.97,-0.95,3.06
4989.70,1.72,-0.16,2.50
4989.80,0.65,0.56,2.00
4989.90,0.77,1.21,1.56
4990.00,2.03,1.77,1.18
4990.10,4.33,2.24,0.87
4990.20,7.49,2.62,0.61
4990.30,11.35,2.90,0.41
4990.40,15.70,3.08,0.25
4990.50,20.33,3.17,0.14
4990.60,25.02,3.18,0.07
4990.70,29.55,3.10,0.03
4990.80,33.78,2.95,0.01
4990.90,37.54,2.75,0.00
4991.00,40.73,2.49,-0.00
4991.10,43.26,2.21,-0.00
4991.20,45.09,1.90,-0.01
4991.30,46.20,1.58,-0.04
4991.40,46.61,1.26,-0.09
4991.50,46.35,0.97,-0.17
4991.60,45.48,0.69,-0.29
4991.70,44.09,0.46,-0.45
4991.80,42.26,0.26,-0.65
4991.90,40.08,0.10,-0.90
4992.00,37.65,-0.01,-1.20
4992.10,35.06,-0.09,-1.56
4992.20,32.40,-0.13,-1.98
4992.30,29.76,-0.14,-2.45
4992.40,27.21,-0.12,-2.98
4992.50,24.81,-0.09,-3.56
4992.60,22.60,-0.06,-4.20
4992.70,20.63,-0.03,-4.88
4992.80,18.95,-0.01,-5.60
4992.90,17.54,-0.00,-6.36
4993.00,16.43,-0.00,-7.15
4993.10,15.60,-0.02,-7.96
4993.20,15.04,-0.05,-8.77
4993.30,14.76,-0.08,-9.57
4993.40,14.71,-0.10,-10.35
4993.50,14.88,-0.10,-11.10
4993.60,15.24,-0.07,-11.80
4993.70,15.75,-0.01,-12.43
4993.80,16.39,0.10,-12.96
4993.90,17.13,0.25,-13.38
4994.00,17.93,0.46,-13.67
4994.10,18.78,0.70,-13.80
4994.20,19.63,0.97,-13.76
4994.30,20.47,1.24,-13.51
4994.40,21.29,1.51,-13.04
4994.50,22.05,1.73,-12.34
4994.60,22.76,1.87,-11.39
4994.70,23.39,1.91,-10.16
4994.80,23.95,1.81,-8.63
4994.90,24.42,1.57,-6.83
4995.00,24.81,1.15,-4.75
4995.10,25.12,0.57,-2.37
4995.20,25.36,-0.16,0.25
4995.30,25.52,-1.02,3.13
4995.40,25.63,-1.96,6.20
4995.50,25.68,-2.93,9.44
4995.60,25.69,-3.86,12.81
4995.70,25.67,-4.68,16.20
4995.80,25.63,-5.30,19.58
4995.90,25.59,-5.66,22.87
4996.00,25.55,-5.69,25.96
4996.10,25.51,-5.36,28.77
4996.20,25.49,-4.63,31.18
4996.30,25.50,-3.50,33.11
4996.40,25.52,-2.02,34.45
4996.50,25.57,-0.25,35.11
4996.60,25.64,1.72,35.01
4996.70,25.72,3.78,34.08
4996.80,25.80,5.77,32.28
4996.90,25.87,7.56,29.59
4997.00,25.92,9.01,26.01
4997.10,25.94,9.99,21.59
4997.20,25.90,10.38,16.37
4997.30,25.79,10.10,10.49
4997.40,25.60,9.14,4.11
4997.50,25.30,7.50,-2.61
4997.60,24.90,5.25,-9.44
4997.70,24.39,2.50,-16.18
4997.80,23.76,-0.58,-22.53
4997.90,23.02,-3.82,-28.24
4998.00,22.20,-6.98,-33.06
4998.10,21.30,-9.86,-36.74
4998.20,20.37,-12.23,-39.08
4998.30,19.45,-13.92,-39.93
4998.40,18.58,-14.77,-39.18
4998.50,17.81,-14.69,-36.78
4998.60,17.21,-13.64,-32.81
4998.70,16.84,-11.66,-27.37
4998.80,16.77,-8.85,-20.68
4998.90,17.03,-5.35,-13.04
4999.00,17.68,-1.39,-4.80
4999.10,18.74,2.79,3.65
4999.20,20.23,6.92,11.82
4999.30,22.11,10.73,19.32
4999.40,24.38,13.97,25.74
4999.50,26.94,16.41,30.70
4999.60,29.69,17.89,33.90
4999.70,32.52,18.29,35.15
4999.80,35.27,17.58,34.39
4999.90,37.78,15.78,31.66
5000.00,39.88,13.00,27.12
5000.10,41.39,9.41,21.08
5000.20,42.17,5.22,13.96
5000.30,42.07,0.67,6.19
5000.40,41.02,-3.96,-1.68
5000.50,39.00,-8.41,-9.12
5000.60,36.02,-12.39,-15.66
5000.70,32.20,-15.69,-20.85
5000.80,27.70,-18.13,-24.40
5000.90,22.76,-19.56,-26.10
5001.00,17.68,-19.94,-25.90
5001.10,12.80,-19.24,-23.89
5001.20,8.48,-17.52,-20.31
5001.30,5.06,-14.89,-15.50
5001.40,2.85,-11.51,-9.88
5001.50,2.09,-7.58,-3.92
5001.60,2.91,-3.31,1.88
5001.70,5.34,1.06,7.09
5001.80,9.28,5.33,11.34
5001.90,14.51,9.28,14.36
5002.00,20.65,12.72,16.02
5002.10,27.27,15.50,16.28
5002.20,33.83,17.53,15.24
5002.30,39.81,18.72,13.11
5002.40,44.67,19.06,10.17
5002.50,48.00,18.57,6.75
5002.60,49.44,17.31,3.19
5002.70,48.84,15.36,-0.19
5002.80,46.22,12.84,-3.11
5002.90,41.78,9.89,-5.38
5003.00,35.89,6.65,-6.88
5003.10,29.08,3.27,-7.59
5003.20,21.96,-0.11,-7.54
5003.30,15.21,-3.35,-6.87
5003.40,9.43,-6.33,-5.73
5003.50,5.17,-8.96,-4.31
5003.60,2.83,-11.17,-2.79
5003.70,2.60,-12.90,-1.34
5003.80,4.47,-14.11,-0.09
5003.90,8.22,-14.81,0.88
5004.00,13.44,-15.00,1.51
5004.10,19.59,-14.71,1.83
5004.20,26.00,-13.99,1.87
5004.30,32.06,-12.90,1.70
5004.40,37.18,-11.50,1.39
5004.50,40.88,-9.87,1.02
5004.60,42.85,-8.06,0.67
5004.71,42.99,-6.16,0.37
5004.81,41.37,-4.22,0.16
5004.90,38.25,-2.32,0.03
5005.00,34.04,-0.49,-0.02
5005.10,29.23,1.21,-0.02
5005.21,24.36,2.75,-0.00
5005.31,19.92,4.09,-0.00
5005.40,16.32,5.24,-0.04
5005.50,13.87,6.16,-0.12
5005.60,12.70,6.86,-0.23
5005.71,12.82,7.35,-0.36
5005.81,14.10,7.63,-0.47
5005.90,16.29,7.72,-0.52
5006.00,19.09,7.64,-0.47
5006.10,22.14,7.41,-0.28
5006.21,25.09,7.06,0.06
5006.31,27.68,6.60,0.57
5006.40,29.69,6.06,1.23
5006.51,30.99,5.46,2.00
5006.61,31.56,4.84,2.84
5006.71,31.43,4.19,3.67
5006.81,30.74,3.55,4.42
5006.91,29.63,2.92,5.01
5007.01,28.29,2.33,5.35
5007.11,26.89,1.77,5.38
5007.21,25.58,1.26,5.06
5007.31,24.47,0.81,4.33
5007.41,23.64,0.42,3.21
5007.51,23.11,0.08,1.71
5007.61,22.88,-0.20,-0.13
5007.71,22.89,-0.42,-2.23
5007.81,23.10,-0.58,-4.53
5007.91,23.42,-0.70,-6.91
5008.01,23.80,-0.77,-9.27
5008.11,24.18,-0.80,-11.49
5008.21,24.53,-0.80,-13.47
5008.31,24.81,-0.77,-15.10
5008.41,25.02,-0.72,-16.29
5008.51,25.17,-0.65,-17.00
5008.61,25.28,-0.57,-17.14
5008.71,25.36,-0.48,-16.71
5008.81,25.43,-0.39,-15.70
5008.91,25.51,-0.31,-14.11
5009.01,25.58,-0.23,-11.99
5009.11,25.65,-0.16,-9.38
5009.21,25.70,-0.10,-6.36
5009.31,25.72,-0.05,-2.99
5009.41,25.67,-0.02,0.64
5009.51,25.54,-0.00,4.40
5009.61,25.31,-0.00,8.24
5009.71,24.97,-0.01,12.06
5009.81,24.51,-0.03,15.77
5009.91,23.95,-0.07,19.29
5010.01,23.31,-0.11,22.56
5010.11,22.63,-0.15,25.51
5010.21,21.93,-0.20,28.10
5010.31,21.28,-0.25,30.28
5010.41,20.71,-0.30,32.01
