Nama Perenang:,Irfan
Gaya Renang:,Gaya Bebas
Time:,140526-1255
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
4763.28,24.62,7.97,1.18
4763.38,30.76,8.08,1.21
4763.48,36.64,8.09,1.12
4763.58,41.69,8.00,0.87
4763.68,45.35,7.78,0.45
4763.78,47.18,7.44,-0.15
4763.88,46.93,6.96,-0.91
4763.98,44.52,6.34,-1.83
4764.08,40.15,5.57,-2.86
4764.18,34.17,4.66,-3.99
4764.28,27.13,3.61,-5.16
4764.38,19.74,2.41,-6.33
4764.48,12.74,1.09,-7.44
4764.58,6.85,-0.35,-8.44
4764.69,2.69,-1.89,-9.27
4764.79,0.70,-3.52,-9.91
4764.88,1.11,-5.19,-10.30
4764.98,3.90,-6.89,-10.41
4765.08,8.79,-8.58,-10.24
4765.19,15.28,-10.23,-9.74
4765.29,22.68,-11.79,-8.94
4765.38,30.26,-13.24,-7.82
4765.48,37.26,-14.51,-6.41
4765.58,42.96,-15.58,-4.72
4765.69,46.83,-16.40,-2.79
4765.79,48.52,-16.93,-0.65
4765.88,47.90,-17.13,1.67
4765.98,45.12,-16.99,4.11
4766.08,40.50,-16.47,6.65
4766.19,34.55,-15.56,9.24
4766.29,27.93,-14.27,11.85
4766.39,21.26,-12.59,14.41
4766.49,15.18,-10.54,16.91
4766.59,10.26,-8.17,19.30
4766.69,6.87,-5.51,21.56
4766.79,5.26,-2.61,23.66
4766.89,5.47,0.44,25.56
4766.99,7.36,3.57,27.24
4767.09,10.65,6.69,28.71
4767.19,14.95,9.69,29.93
4767.29,19.82,12.48,30.90
4767.39,24.79,14.96,31.62
4767.49,29.44,17.03,32.08
4767.59,33.38,18.60,32.28
4767.69,36.35,19.61,32.23
4767.79,38.20,19.99,31.94
4767.89,38.87,19.70,31.40
4767.99,38.45,18.74,30.64
4768.09,37.06,17.11,29.66
4768.19,34.93,14.84,28.48
4768.29,32.30,12.03,27.10
4768.39,29.44,8.75,25.54
4768.49,26.59,5.11,23.84
4768.59,23.96,1.28,21.99
4768.69,21.73,-2.61,20.01
4768.79,19.99,-6.39,17.92
4768.89,18.82,-9.90,15.69
4768.99,18.20,-12.97,13.39
4769.09,18.11,-15.47,11.03
4769.19,18.46,-17.28,8.59
4769.29,19.16,-18.31,6.13
4769.39,20.11,-18.50,3.63
4769.49,21.18,-17.84,1.10
4769.59,22.29,-16.37,-1.40
4769.69,23.36,-14.14,-3.89
4769.79,24.31,-11.28,-6.36
4769.89,25.10,-7.93,-8.78
4769.99,25.71,-4.25,-11.18
4770.09,26.13,-0.46,-13.50
4770.19,26.39,3.27,-15.74
4770.29,26.49,6.73,-17.89
4770.39,26.47,9.73,-19.93
4770.49,26.37,12.12,-21.86
4770.59,26.21,13.79,-23.66
4770.69,26.02,14.66,-25.30
4770.79,25.83,14.69,-26.79
4770.89,25.65,13.90,-28.12
4770.99,25.50,12.38,-29.26
4771.09,25.38,10.22,-30.22
4771.19,25.28,7.58,-30.99
4771.29,25.20,4.64,-31.55
4771.39,25.12,1.57,-31.89
4771.49,25.04,-1.44,-32.01
4771.59,24.93,-4.19,-31.91
4771.69,24.80,-6.53,-31.58
4771.79,24.63,-8.35,-31.01
4771.89,24.42,-9.55,-30.22
4771.99,24.15,-10.09,-29.20
4772.09,23.85,-9.98,-27.97
4772.19,23.50,-9.26,-26.53
4772.29,23.13,-8.02,-24.89
4772.39,22.74,-6.38,-23.06
4772.49,22.36,-4.47,-21.08
4772.59,21.99,-2.44,-18.95
4772.69,21.66,-0.43,-16.71
4772.79,21.40,1.43,-14.38
4772.89,21.21,3.02,-12.00
4772.99,21.12,4.27,-9.59
4773.09,21.14,5.11,-7.19
4773.19,21.29,5.54,-4.82
4773.29,21.57,5.56,-2.55
4773.39,22.00,5.22,-0.40
4773.49,22.58,4.59,1.61
4773.59,23.31,3.72,3.44
4773.69,24.17,2.73,5.04
4773.79,25.18,1.69,6.41
4773.89,26.31,0.68,7.51
4773.99,27.55,-0.22,8.36
4774.09,28.88,-0.97,8.92
4774.19,30.29,-1.53,9.21
4774.29,31.73,-1.89,9.23
4774.39,33.20,-2.06,9.00
4774.49,34.66,-2.05,8.55
4774.59,36.08,-1.89,7.91
4774.69,37.43,-1.63,7.12
4774.79,38.68,-1.31,6.21
4774.89,39.80,-0.97,5.22
4774.99,40.77,-0.63,4.21
4775.09,41.54,-0.34,3.22
4775.19,42.09,-0.10,2.29
4775.29,42.41,0.07,1.45
4775.39,42.47,0.18,0.73
4775.49,42.25,0.23,0.15
4775.59,41.74,0.23,-0.29
4775.69,40.93,0.19,-0.58
4775.79,39.82,0.14,-0.74
4775.89,38.41,0.09,-0.77
4775.99,36.70,0.05,-0.72
4776.09,34.72,0.02,-0.60
4776.19,32.48,0.00,-0.45
4776.29,30.03,0.00,-0.30
4776.39,27.39,0.01,-0.17
4776.49,24.58,0.01,-0.07
4776.59,21.69,0.00,-0.02
4776.69,18.74,-0.03,-0.00
4776.79,15.80,-0.09,-0.01
4776.89,12.94,-0.18,-0.03
4776.99,10.23,-0.29,-0.03
4777.09,7.72,-0.44,0.02
4777.19,5.49,-0.60,0.15
4777.29,3.61,-0.76,0.36
4777.39,2.12,-0.90,0.66
4777.49,1.09,-1.02,1.05
4777.59,0.58,-1.07,1.48
4777.69,0.60,-1.06,1.92
4777.79,1.20,-0.96,2.29
4777.89,2.36,-0.76,2.52
4777.99,4.10,-0.47,2.55
4778.09,6.38,-0.07,2.28
4778.19,9.14,0.41,1.69
4778.29,12.33,0.97,0.75
4778.39,15.88,1.59,-0.53
4778.49,19.67,2.24,-2.09
4778.59,23.59,2.89,-3.84
4778.69,27.51,3.51,-5.62
4778.79,31.31,4.07,-7.27
4778.89,34.84,4.53,-8.59
4778.99,37.96,4.88,-9.38
4779.09,40.57,5.08,-9.47
4779.19,42.56,5.11,-8.74
4779.29,43.84,4.97,-7.11
4779.39,44.36,4.63,-4.61
4779.49,44.10,4.10,-1.36
4779.59,43.08,3.39,2.46
4779.69,41.33,2.50,6.56
4779.79,38.96,1.47,10.60
4779.89,36.08,0.29,14.19
4779.99,32.83,-0.98,16.96
4780.09,29.39,-2.33,18.54
4780.19,25.93,-3.71,18.69
4780.29,22.64,-5.10,17.23
4780.39,19.69,-6.45,14.15
4780.49,17.21,-7.74,9.58
4780.59,15.34,-8.93,3.81
4780.69,14.16,-9.99,-2.74
4780.79,13.70,-10.89,-9.57
4780.89,13.94,-11.62,-16.08
4780.99,14.83,-12.15,-21.65
4781.09,16.27,-12.47,-25.76
4781.19,18.11,-12.58,-27.97
4781.29,20.20,-12.47,-27.97
4781.39,22.38,-12.13,-25.65
4781.49,24.48,-11.58,-21.09
4781.59,26.35,-10.83,-14.58
4781.69,27.88,-9.88,-6.60
4781.79,28.98,-8.75,2.28
4781.89,29.61,-7.47,11.33
4781.99,29.79,-6.05,19.82
4782.09,29.55,-4.51,27.03
4782.19,28.99,-2.88,32.37
4782.29,28.19,-1.17,35.35
4782.39,27.26,0.58,35.72
4782.49,26.33,2.35,33.40
4782.59,25.48,4.13,28.54
4782.69,24.77,5.88,21.47
4782.79,24.26,7.60,12.72
4782.89,23.95,9.25,2.95
4782.99,23.82,10.82,-7.17
4783.09,23.85,12.30,-16.89
4783.19,23.99,13.67,-25.51
4783.29,24.19,14.93,-32.45
4783.39,24.41,16.06,-37.24
4783.49,24.62,17.04,-39.60
4783.59,24.81,17.89,-39.41
4783.69,24.97,18.58,-36.73
4783.79,25.13,19.12,-31.80
4783.89,25.28,19.51,-24.95
4783.99,25.44,19.74,-16.71
4784.09,25.60,19.82,-7.58
4784.19,25.76,19.74,1.82
4784.29,25.88,19.53,10.95
4784.40,25.92,19.17,19.32
4784.50,25.83,18.68,26.46
4784.60,25.58,18.06,32.04
4784.69,25.15,17.32,35.85
4784.79,24.54,16.47,37.76
4784.90,23.79,15.52,37.77
4785.00,22.97,14.47,35.98
4785.10,22.20,13.34,32.60
4785.19,21.60,12.14,27.88
4785.29,21.28,10.87,22.12
4785.40,21.36,9.55,15.67
4785.50,21.92,8.18,8.86
4785.60,22.98,6.78,2.01
4785.69,24.49,5.36,-4.58
4785.79,26.35,3.93,-10.66
4785.90,28.39,2.50,-15.98
4786.00,30.38,1.08,-20.43
4786.10,32.08,-0.33,-23.90
4786.19,33.26,-1.70,-26.35
4786.29,33.72,-3.04,-27.78
4786.40,33.33,-4.32,-28.21
4786.50,32.00,-5.55,-27.75
4786.60,29.81,-6.71,-26.49
4786.70,26.88,-7.80,-24.56
4786.80,23.46,-8.81,-22.09
4786.90,19.84,-9.73,-19.21
4787.00,16.37,-10.56,-16.08
4787.10,13.39,-11.29,-12.81
4787.20,11.24,-11.91,-9.52
4787.30,10.15,-12.42,-6.31
4787.40,10.30,-12.82,-3.27
4787.50,11.75,-13.11,-0.47
4787.60,14.41,-13.28,2.05
4787.70,18.14,-13.33,4.24
4787.80,22.63,-13.27,6.09
4787.90,27.57,-13.09,7.58
4788.00,32.54,-12.80,8.73
4788.10,37.18,-12.40,9.55
4788.20,41.10,-11.91,10.06
4788.30,43.98,-11.32,10.30
4788.40,45.60,-10.64,10.28
4788.50,45.82,-9.88,10.05
4788.60,44.62,-9.06,9.65
4788.70,42.07,-8.19,9.11
4788.80,38.34,-7.26,8.47
4788.90,33.68,-6.31,7.75
4789.00,28.40,-5.34,6.98
4789.10,22.83,-4.36,6.20
4789.20,17.36,-3.39,5.43
4789.30,12.27,-2.44,4.67
4789.40,7.86,-1.53,3.95
4789.50,4.37,-0.67,3.28
4789.60,1.97,0.14,2.67
4789.70,0.77,0.87,2.13
4789.80,0.78,1.53,1.66
4789.90,1.97,2.09,1.25
4790.00,4.23,2.57,0.91
4790.10,7.41,2.94,0.63
4790.20,11.31,3.22,0.42
4790.30,15.73,3.41,0.26
4790.40,20.44,3.49,0.14
4790.50,25.23,3.48,0.07
4790.60,29.88,3.40,0.02
4790.70,34.19,3.24,0.00
4790.80,38.03,3.02,-0.00
4790.90,41.27,2.74,-0.00
4791.00,43.83,2.44,-0.00
4791.10,45.65,2.10,-0.01
4791.20,46.72,1.76,-0.03
4791.30,47.05,1.42,-0.08
4791.40,46.69,1.09,-0.15
4791.50,45.70,0.79,-0.26
4791.60,44.16,0.53,-0.41
4791.70,42.18,0.30,-0.61
4791.80,39.83,0.12,-0.85
4791.90,37.24,-0.02,-1.14
4792.00,34.49,-0.11,-1.48
4792.10,31.69,-0.16,-1.87
4792.20,28.92,-0.18,-2.32
4792.30,26.25,-0.17,-2.82
4792.40,23.76,-0.14,-3.37
4792.50,21.50,-0.11,-3.97
4792.60,19.49,-0.07,-4.60
4792.70,17.78,-0.03,-5.27
4792.80,16.38,-0.01,-5.96
4792.90,15.29,-0.00,-6.68
4793.00,14.51,-0.00,-7.41
4793.10,14.02,-0.02,-8.13
4793.20,13.81,-0.04,-8.84
4793.30,13.86,-0.06,-9.53
4793.40,14.12,-0.07,-10.17
4793.50,14.58,-0.06,-10.76
4793.60,15.20,-0.02,-11.27
4793.70,15.95,0.06,-11.69
4793.80,16.79,0.18,-11.99
4793.90,17.69,0.35,-12.15
4794.00,18.62,0.56,-12.17
4794.10,19.56,0.80,-12.02
4794.20,20.47,1.05,-11.67
4794.30,21.35,1.30,-11.11
4794.40,22.18,1.52,-10.33
4794.50,22.93,1.69,-9.30
4794.60,23.60,1.76,-8.03
4794.70,24.18,1.72,-6.49
4794.80,24.68,1.54,-4.68
4794.90,25.08,1.20,-2.61
4795.00,25.40,0.71,-0.30
4795.10,25.63,0.06,2.26
4795.20,25.79,-0.72,5.01
4795.30,25.88,-1.59,7.96
4795.40,25.92,-2.51,11.03
4795.50,25.91,-3.42,14.20
4795.60,25.87,-4.24,17.40
4795.70,25.81,-4.91,20.55
4795.80,25.73,-5.35,23.58
4795.90,25.66,-5.50,26.42
4796.00,25.59,-5.30,28.97
4796.10,25.54,-4.74,31.13
4796.20,25.51,-3.79,32.82
4796.30,25.50,-2.47,33.94
4796.40,25.51,-0.85,34.41
4796.50,25.55,1.00,34.14
4796.60,25.59,2.98,33.08
4796.70,25.65,4.95,31.20
4796.80,25.69,6.79,28.46
4796.90,25.72,8.34,24.88
4797.00,25.73,9.47,20.51
4797.10,25.68,10.07,15.37
4797.20,25.58,10.04,9.61
4797.30,25.39,9.35,3.36
4797.40,25.12,7.99,-3.20
4797.50,24.76,6.00,-9.87
4797.60,24.29,3.47,-16.42
4797.70,23.72,0.54,-22.64
4797.80,23.05,-2.60,-28.25
4797.90,22.30,-5.76,-33.01
4798.00,21.49,-8.71,-36.67
4798.10,20.64,-11.26,-39.04
4798.20,19.80,-13.19,-39.97
4798.30,19.01,-14.35,-39.35
4798.40,18.31,-14.62,-37.14
4798.50,17.78,-13.94,-33.35
4798.60,17.45,-12.32,-28.12
4798.70,17.38,-9.83,-21.62
4798.80,17.64,-6.60,-14.14
4798.90,18.25,-2.82,-6.00
4799.00,19.24,1.27,2.41
4799.10,20.63,5.41,10.66
4799.20,22.40,9.34,18.30
4799.30,24.51,12.78,24.94
4799.40,26.92,15.51,30.21
4799.50,29.52,17.34,33.81
4799.60,32.20,18.13,35.49
4799.70,34.82,17.82,35.18
4799.80,37.24,16.40,32.87
4799.90,39.28,13.97,28.72
4800.00,40.79,10.65,22.97
4800.10,41.62,6.64,16.02
4800.20,41.63,2.20,8.32
4800.30,40.74,-2.43,0.34
4800.40,38.92,-6.96,-7.36
4800.50,36.17,-11.12,-14.28
4800.60,32.58,-14.67,-19.97
4800.70,28.31,-17.42,-24.07
4800.80,23.58,-19.19,-26.36
4800.90,18.64,-19.91,-26.74
4801.00,13.82,-19.54,-25.24
4801.10,9.46,-18.13,-22.06
4801.20,5.90,-15.75,-17.50
4801.30,3.46,-12.57,-11.97
4801.40,2.37,-8.76,-5.94
4801.50,2.81,-4.54,0.11
4801.60,4.82,-0.14,5.70
4801.70,8.35,4.21,10.42
4801.80,13.20,8.30,13.97
4801.90,19.08,11.92,16.16
4802.00,25.54,14.93,16.92
4802.10,32.10,17.18,16.29
4802.20,38.24,18.61,14.45
4802.30,43.43,19.18,11.66
4802.40,47.21,18.88,8.25
4802.50,49.23,17.78,4.57
4802.60,49.26,15.95,0.95
4802.70,47.25,13.51,-2.30
4802.80,43.35,10.60,-4.93
4802.90,37.88,7.35,-6.81
4803.00,31.30,3.93,-7.86
4803.10,24.21,0.48,-8.09
4803.20,17.24,-2.86,-7.61
4803.30,11.07,-5.97,-6.57
4803.40,6.23,-8.73,-5.15
4803.50,3.19,-11.07,-3.55
4803.60,2.22,-12.92,-1.95
4803.70,3.39,-14.24,-0.52
4803.80,6.55,-15.03,0.65
4803.90,11.36,-15.29,1.48
4804.00,17.31,-15.05,1.96
4804.10,23.79,-14.36,2.12
4804.20,30.12,-13.27,2.02
4804.30,35.71,-11.85,1.73
4804.40,40.02,-10.17,1.34
4804.50,42.68,-8.31,0.93
4804.60,43.49,-6.34,0.57
4804.71,42.47,-4.33,0.28
4804.81,39.80,-2.34,0.09
4804.90,35.85,-0.43,-0.01
4805.00,31.09,1.35,-0.04
4805.10,26.06,2.96,-0.02
4805.21,21.30,4.37,-0.00
4805.31,17.26,5.56,-0.00
4805.40,14.28,6.53,-0.04
4805.50,12.59,7.26,-0.12
4805.60,12.24,7.76,-0.22
4805.71,13.16,8.05,-0.33
4805.81,15.12,8.14,-0.40
4805.90,17.83,8.04,-0.39
4806.00,20.94,7.79,-0.28
4806.10,24.09,7.40,-0.02
4806.21,26.95,6.90,0.38
4806.31,29.29,6.32,0.93
4806.41,30.92,5.68,1.61
4806.51,31.78,5.00,2.37
4806.61,31.90,4.31,3.15
4806.71,31.36,3.62,3.87
4806.81,30.32,2.94,4.45
4806.91,28.96,2.31,4.83
4807.01,27.47,1.71,4.93
4807.11,26.02,1.17,4.69
4807.21,24.75,0.69,4.09
4807.31,23.75,0.27,3.10
4807.41,23.07,-0.09,1.73
4807.51,22.71,-0.38,0.03
4807.61,22.65,-0.61,-1.94
4807.71,22.81,-0.79,-4.11
4807.81,23.13,-0.91,-6.38
4807.91,23.54,-0.98,-8.64
4808.01,23.97,-1.01,-10.78
4808.11,24.37,-1.00,-12.69
4808.21,24.71,-0.96,-14.28
4808.31,24.97,-0.89,-15.43
4808.41,25.16,-0.81,-16.12
4808.51,25.29,-0.72,-16.24
4808.61,25.37,-0.62,-15.79
4808.71,25.43,-0.51,-14.76
4808.81,25.48,-0.41,-13.17
4808.91,25.52,-0.32,-11.05
4809.01,25.57,-0.23,-8.44
4809.11,25.61,-0.16,-5.42
4809.21,25.62,-0.10,-2.07
4809.31,25.58,-0.05,1.54
4809.41,25.48,-0.02,5.29
4809.51,25.29,-0.00,9.08
4809.61,25.00,-0.00,12.83
4809.71,24.60,-0.01,16.46
4809.81,24.11,-0.03,19.88
4809.91,23.54,-0.06,23.02
4810.01,22.92,-0.09,25.82
4810.11,22.28,-0.13,28.23
4810.21,21.67,-0.17,30.22
4810.31,21.14,-0.21,31.74
4810.41,20.73,-0.24,32.78
4810.51,20.49,-0.26,33.34
4810.61,20.46,-0.27,33.42
4810.71,20.66,-0.26,33.03
4810.81,21.12,-0.23,32.20
4810.91,21.84,-0.18,30.96
4811.01,22.81,-0.10,29.33
4811.11,24.01,0.01,27.36
4811.21,25.42,0.15,25.08
4811.31,27.00,0.32,22.52
4811.41,28.68,0.53,19.76
4811.51,30.41,0.77,16.81
4811.61,32.14,1.05,13.71
4811.71,33.80,1.37,10.51
4811.81,35.34,1.72,7.25
4811.91,36.71,2.11,3.96
4812.01,37.85,2.52,0.69
4812.11,38.71,2.96,-2.53
4812.21,39.27,3.43,-5.72
4812.31,39.51,3.92,-8.80
4812.41,39.40,4.42,-11.74
4812.51,38.93,4.93,-14.58
4812.61,38.11,5.43,-17.23
4812.71,36.97,5.92,-19.74
4812.81,35.50,6.40,-22.08
4812.91,33.75,6.84,-24.23
4813.01,31.75,7.24,-26.19
4813.11,29.53,7.60,-27.95
4813.21,27.13,7.88,-29.50
4813.31,24.61,8.10,-30.84
4813.41,22.02,8.22,-31.97
4813.51,19.39,8.24,-32.89
4813.61,16.79,8.16,-33.62
4813.71,14.25,7.95,-34.14
4813.81,11.82,7.61,-34.47
4813.91,9.55,7.14,-34.61
4814.01,7.47,6.52,-34.56
4814.11,5.62,5.76,-34.33
4814.21,4.03,4.85,-33.92
4814.31,2.74,3.79,-33.36
4814.41,1.75,2.59,-32.62
4814.51,1.09,1.27,-31.75
4814.61,0.77,-0.18,-30.74
4814.71,0.78,-1.74,-29.59
4814.81,1.15,-3.38,-28.32
4814.91,1.85,-5.07,-26.93
4815.01,2.87,-6.79,-25.45
4815.11,4.21,-8.49,-23.89
4815.21,5.84,-10.17,-22.23
4815.31,7.73,-11.76,-20.52
4815.41,9.87,-13.22,-18.76
4815.51,12.20,-14.52,-16.96
4815.61,14.71,-15.61,-15.14
4815.71,17.33,-16.44,-13.29
4815.81,20.04,-16.99,-11.46
4815.91,22.79,-17.21,-9.65
4816.01,25.54,-17.08,-7.87
4816.11,28.23,-16.56,-6.14
4816.21,30.83,-15.66,-4.48
4816.31,33.27,-14.36,-2.89
4816.41,35.54,-12.67,-1.40
4816.51,37.57,-10.61,-0.01
4816.61,39.35,-8.22,1.26
4816.71,40.81,-5.54,2.40
4816.81,41.96,-2.63,3.39
4816.91,42.76,0.44,4.24
4817.01,43.20,3.58,4.94
4817.11,43.27,6.71,5.49
4817.21,42.97,9.72,5.89
4817.31,42.31,12.52,6.12
4817.41,41.32,15.00,6.22
4817.51,40.03,17.07,6.18
4817.61,38.46,18.64,6.01
4817.71,36.66,19.63,5.72
4817.81,34.70,19.99,5.34
4817.91,32.62,19.68,4.89
4818.01,30.47,18.69,4.37
4818.11,28.34,17.04,3.82
4818.21,26.27,14.75,3.25
4818.31,24.33,11.91,2.68
4818.41,22.56,8.60,2.14
4818.51,21.04,4.95,1.64
4818.61,19.79,1.11,1.20
4818.71,18.83,-2.78,0.82
4818.81,18.19,-6.56,0.51
4818.91,17.87,-10.04,0.28
4819.01,17.85,-13.09,0.12
4819.11,18.10,-15.56,0.03
4819.21,18.61,-17.32,-0.02
4819.31,19.32,-18.31,-0.03
4819.41,20.18,-18.45,-0.01
4819.51,21.13,-17.74,-0.00
4819.61,22.11,-16.21,-0.01
4819.71,23.07,-13.94,-0.04
4819.81,23.96,-11.05,-0.12
4819.91,24.74,-7.67,-0.25
4820.01,25.38,-3.98,-0.42
4820.11,25.86,-0.19,-0.62
4820.21,26.18,3.51,-0.83
4820.31,26.35,6.94,-1.03
4820.41,26.38,9.89,-1.17
4820.51,26.31,12.23,-1.21
4820.61,26.16,13.83,-1.12
4820.71,25.97,14.63,-0.87
4820.81,25.77,14.60,-0.41
4820.91,25.57,13.76,0.25
4821.01,25.39,12.18,1.12
4821.11,25.23,9.99,2.18
4821.21,25.10,7.32,3.37
4821.31,24.97,4.37,4.62
4821.41,24.84,1.31,5.85
4821.51,24.68,-1.67,6.92
4821.61,24.50,-4.38,7.72
4821.71,24.30,-6.68,8.13
4821.81,24.09,-8.43,8.03
4821.91,23.90,-9.56,7.33
4822.01,23.77,-10.04,5.98
4822.11,23.75,-9.88,3.96
4822.21,23.88,-9.11,1.34
4822.31,24.20,-7.84,-1.79
4822.41,24.74,-6.18,-5.23
4822.51,25.48,-4.27,-8.76
4822.61,26.38,-2.25,-12.12
4822.71,27.38,-0.26,-15.00
4822.81,28.37,1.56,-17.11
4822.91,29.21,3.11,-18.17
4823.01,29.78,4.32,-17.97
4823.11,29.93,5.12,-16.37
4823.21,29.56,5.51,-13.38
4823.31,28.61,5.50,-9.08
4823.41,27.09,5.13,-3.67
4823.51,25.07,4.47,2.48
4823.61,22.71,3.60,8.95
4823.71,20.24,2.61,15.21
4823.81,17.91,1.58,20.75
4823.91,16.01,0.59,25.01
4824.01,14.84,-0.29,27.57
4824.11,14.62,-1.01,28.06
4824.21,15.48,-1.55,26.33
4824.31,17.46,-1.88,22.36
4824.42,20.46,-2.03,16.36
4824.52,24.27,-2.00,8.69
4824.62,28.51,-1.84,-0.04
4824.71,32.77,-1.58,-9.18
4824.81,36.59,-1.25,-17.95
4824.92,39.50,-0.92,-25.63
4825.02,41.11,-0.59,-31.48
4825.12,41.15,-0.31,-34.96
4825.21,39.52,-0.08,-35.69
4825.31,36.28,0.08,-33.52
4825.42,31.67,0.18,-28.57
4825.52,26.12,0.22,-21.16
4825.62,20.15,0.21,-11.87
4825.71,14.38,0.18,-1.41
4825.81,9.40,0.13,9.33
4825.92,5.76,0.08,19.50
4826.02,3.87,0.04,28.23
4826.12,3.97,0.01,34.84
4826.21,6.12,0.00,38.74
4826.31,10.14,0.00,39.63
4826.42,15.69,0.01,37.44
4826.52,22.24,0.01,32.35
4826.62,29.20,0.00,24.79
4826.72,35.89,-0.03,15.37
4826.82,41.68,-0.10,4.86
4826.92,46.07,-0.19,-5.95
4827.02,48.63,-0.32,-16.23
4827.12,49.14,-0.47,-25.19
4827.22,47.58,-0.63,-32.22
4827.32,44.10,-0.80,-36.86
4827.42,39.05,-0.94,-38.83
4827.52,32.87,-1.05,-38.09
4827.62,26.10,-1.10,-34.77
4827.72,19.32,-1.08,-29.22
4827.82,13.07,-0.98,-21.89
4827.92,7.82,-0.77,-13.36
4828.02,3.96,-0.47,-4.24
4828.12,1.72,-0.06,4.83
4828.22,1.22,0.44,13.26
4828.32,2.40,1.01,20.56
4828.42,5.12,1.64,26.34
4828.52,9.09,2.30,30.32
4828.62,13.98,2.95,32.39
4828.72,19.39,3.58,32.54
4828.82,24.93,4.14,30.89
4828.92,30.24,4.61,27.67
4829.02,34.99,4.96,23.18
4829.12,38.91,5.16,17.77
4829.22,41.83,5.19,11.80
4829.32,43.63,5.04,5.65
4829.42,44.30,4.69,-0.38
4829.52,43.90,4.16,-5.96
4829.62,42.54,3.44,-10.86
4829.72,40.38,2.54,-14.89
4829.82,37.61,1.50,-17.95
4829.92,34.44,0.31,-19.99
4830.02,31.06,-0.97,-21.00
4830.12,27.68,-2.33,-21.07
4830.22,24.47,-3.72,-20.31
4830.32,21.56,-5.11,-18.83
4830.42,19.08,-6.48,-16.78
4830.52,17.08,-7.78,-14.33
4830.62,15.61,-8.97,-11.62
4830.72,14.67,-10.04,-8.82
4830.82,14.23,-10.96,-6.04
4830.92,14.26,-11.70,-3.39
4831.02,14.69,-12.24,-0.97
4831.12,15.44,-12.57,1.17
4831.22,16.45,-12.69,2.97
4831.32,17.63,-12.59,4.41
4831.42,18.90,-12.27,5.50
4831.52,20.20,-11.73,6.25
4831.62,21.48,-10.99,6.67
4831.72,22.67,-10.06,6.82
4831.82,23.75,-8.95,6.72
4831.92,24.69,-7.68,6.42
4832.02,25.47,-6.26,5.96
4832.12,26.09,-4.73,5.40
4832.22,26.55,-3.11,4.77
4832.32,26.86,-1.41,4.11
4832.42,27.03,0.34,3.45
4832.52,27.09,2.11,2.82
4832.62,27.05,3.89,2.23
4832.72,26.93,5.65,1.71
4832.82,26.77,7.36,1.26
4832.92,26.57,9.02,0.89
4833.02,26.36,10.61,0.59
4833.12,26.15,12.10,0.36
4833.22,25.95,13.49,0.19
4833.32,25.78,14.76,0.09
4833.42,25.63,15.91,0.02
4833.52,25.51,16.92,-0.00
4833.62,25.41,17.78,-0.01
4833.72,25.35,18.50,-0.01
4833.82,25.30,19.06,-0.00
4833.92,25.26,19.48,-0.01
4834.02,25.23,19.74,-0.03
4834.12,25.19,19.84,-0.09
4834.22,25.13,19.80,-0.18
4834.32,25.05,19.62,-0.31
4834.42,24.93,19.29,-0.49
4834.52,24.76,18.82,-0.71
4834.62,24.55,18.23,-0.99
4834.72,24.28,17.52,-1.31
4834.82,23.95,16.70,-1.68
4834.92,23.56,15.76,-2.10
4835.02,23.12,14.74,-2.55
4835.12,22.63,13.63,-3.05
4835.22,22.09,12.44,-3.58
4835.32,21.52,11.19,-4.13
4835.42,20.93,9.88,-4.70
4835.52,20.34,8.53,-5.28
4835.62,19.77,7.14,-5.86
4835.72,19.22,5.73,-6.44
4835.82,18.74,4.31,-7.01
4835.92,18.34,2.87,-7.55
4836.02,18.04,1.45,-8.06
4836.12,17.88,0.05,-8.53
4836.22,17.86,-1.33,-8.94
4836.32,18.03,-2.67,-9.29
4836.42,18.38,-3.96,-9.58
4836.52,18.95,-5.20,-9.79
4836.62,19.74,-6.37,-9.89
4836.72,20.76,-7.47,-9.89
4836.82,22.01,-8.49,-9.79
4836.92,23.48,-9.43,-9.57
4837.02,25.15,-10.28,-9.22
4837.12,27.02,-11.02,-8.72
4837.22,29.03,-11.66,-8.09
4837.32,31.14,-12.19,-7.31
4837.42,33.31,-12.61,-6.37
4837.52,35.48,-12.91,-5.26
4837.62,37.58,-13.10,-4.00
4837.72,39.54,-13.17,-2.57
4837.82,41.27,-13.13,-0.99
4837.92,42.71,-12.97,0.75
4838.02,43.77,-12.70,2.65
4838.12,44.38,-12.33,4.70
4838.22,44.48,-11.85,6.88
4838.32,44.00,-11.28,9.17
4838.42,42.93,-10.61,11.57
4838.52,41.22,-9.87,14.06
4838.62,38.90,-9.07,16.60
4838.72,36.00,-8.20,19.15
4838.82,32.58,-7.29,21.69
4838.92,28.73,-6.35,24.18
4839.02,24.57,-5.38,26.60
4839.12,20.26,-4.41,28.88
4839.22,15.96,-3.45,30.98
4839.32,11.85,-2.51,32.84
4839.42,8.12,-1.60,34.43
4839.52,4.97,-0.74,35.68
4839.62,2.55,0.06,36.55
4839.72,1.05,0.79,36.97
4839.82,0.57,1.44,36.91
4839.92,1.19,2.01,36.34
4840.02,2.94,2.48,35.20
4840.12,5.77,2.86,33.47
4840.22,9.58,3.14,31.14
4840.32,14.20,3.32,28.23
4840.42,19.41,3.41,24.74
